0,1,output,uf,name
-42.5463888888889,-19.0730555555556,8053,MG,Açucena
-42.3888888888889,-17.9961111111111,2269,MG,Água Boa
-5.44222222222222,-20.0563888888889,9824,MG,Água Comprida
-45.3927777777778,-20.9425,9489,MG,Aguanil
-4.1025,-17.0822222222222,5615,MG,Águas Formosas
-41.46,-15.7472222222222,5469,MG,Águas Vermelhas
-4.23055555555556,-19.4958333333333,7121,MG,Aimorés
-44.6030555555556,-21.9755555555556,671,MG,Aiuruoca
-44.6419444444444,-22.1705555555556,1862,MG,Alagoa
-46.6158333333333,-22.2008333333333,5416,MG,Albertina
-42.7044444444444,-21.8877777777778,5303,MG,Além Paraíba
-45.9472222222222,-21.4291666666667,3779,MG,Alfenas
-43.7769444444444,-21.1452777777778,4645,MG,Alfredo Vasconcelos
-40.6944444444444,-16.1836111111111,9418,MG,Almenara
-41.9702777777778,-18.9741666666667,5848,MG,Alpercata
-46.3880555555556,-20.8636111111111,9968,MG,Alpinópolis
-5.14305555555556,-21.2491666666667,1637,MG,Alterosa
-4.25722222222222,-2.05,991,MG,Alto Caparaó
-41.9663888888889,-20.4238888888889,4081,MG,Alto Jequitibá
-43.4113888888889,-21.0258333333333,5206,MG,Alto Rio Doce
-41.7286111111111,-19.4172222222222,216,MG,Alvarenga
-4.54888888888889,-20.1066666666667,1070,MG,Alvinópolis
-43.3652777777778,-18.7361111111111,4510,MG,Alvorada de Minas
-4.42472222222222,-20.5072222222222,4760,MG,Amparo do Serra
-5.06361111111111,-22.0680555555556,1261,MG,Andradas
-44.3091666666667,-21.7397222222222,6704,MG,Andrelândia
-4.49583333333333,-17.6022222222222,9286,MG,Angelândia
-43.7466666666667,-2.20972222222222,1636,MG,Antônio Carlos
-42.8722222222222,-19.6527777777778,5893,MG,Antônio Dias
-4.44277777777778,-21.0161111111111,6044,MG,Antônio Prado de Minas
-44.2480555555556,-19.1986111111111,9914,MG,Araçaí
-43.3783333333333,-21.3425,9333,MG,Aracitaba
-4.40361111111111,-16.8497222222222,6889,MG,Araçuaí
-48.1872222222222,-18.6472222222222,77,MG,Araguari
-44.2558333333333,-21.9111111111111,5437,MG,Arantina
-42.5208333333333,-20.6666666666667,6215,MG,Araponga
-5.52111111111111,-18.4361111111111,6240,MG,Araporã
-5.15555555555556,-19.0338888888889,3360,MG,Arapuá
-4.99888888888889,-19.9480555555556,9610,MG,Araújos
-46.9405555555556,-19.5933333333333,2918,MG,Araxá
-46.94,-21.3641666666667,5927,MG,Arceburgo
-45.5394444444444,-20.2819444444444,2111,MG,Arcos
-5.14555555555556,-21.3586111111111,5049,MG,Areado
-42.8361111111111,-21.61,448,MG,Argirita
-42.5569444444444,-17.8672222222222,9088,MG,Aricanduva
-5.10555555555556,-15.9169444444444,8770,MG,Arinos
-42.8622222222222,-21.3152777777778,7092,MG,Astolfo Dutra
-4.27666666666667,-18.0436111111111,5135,MG,Ataléia
-4.70027777777778,-18.1091666666667,1149,MG,Augusto de Lima
-44.89,-21.9588888888889,2241,MG,Baependi
-43.9569444444444,-19.2883333333333,5319,MG,Baldim
-45.9769444444444,-20.0063888888889,3305,MG,Bambuí
-40.5594444444444,-15.8847222222222,6264,MG,Bandeira
-5.04416666666667,-21.7280555555556,9430,MG,Bandeira do Sul
-43.4872222222222,-19.9458333333333,5243,MG,Barão de Cocais
-42.2375,-21245,8919,MG,Barão de Monte Alto
-43.7736111111111,-21.2258333333333,2031,MG,Barbacena
-4.54111111111111,-20.2827777777778,1755,MG,Barra Longa
-43.9758333333333,-21.1869444444444,590,MG,Barroso
-4.59111111111111,-19.8302777777778,3553,MG,Bela Vista de Minas
-43415,-21.9486111111111,9054,MG,Belmiro Braga
-43.9377777777778,-19.9208333333333,5438,MG,Belo Horizonte
-4.39194444444444,-19.22,6644,MG,Belo Oriente
-4.69111111111111,-20.4077777777778,4094,MG,Belo Vale
-42.4655555555556,-16.9516666666667,1249,MG,Berilo
-41745,-15.6133333333333,8625,MG,Berizal
-40.5744444444444,-17.0630555555556,6826,MG,Bertópolis
-44.1983333333333,-19.9677777777778,1205,MG,Betim
-43.7569444444444,-21.6061111111111,532,MG,Bias Fortes
-4.55944444444444,-21.7252777777778,5136,MG,Bicas
-4.88555555555556,-18.7827777777778,8172,MG,Biquinhas
-45.5658333333333,-21.09,8311,MG,Boa Esperança
-44.3947222222222,-2.35083333333333,6384,MG,Bocaina de Minas
-43815,-17.1077777777778,7602,MG,Bocaiúva
-4.86611111111111,-19.7363888888889,9306,MG,Bom Despacho
-44.1911111111111,-21.9472222222222,3363,MG,Bom Jardim de Minas
-46.5225,-21.0169444444444,720,MG,Bom Jesus da Penha
-43.4736111111111,-19.7036111111111,9707,MG,Bom Jesus do Amparo
-42.3161111111111,-19.8288888888889,6482,MG,Bom Jesus do Galho
-5145,-22.4711111111111,9876,MG,Bom Repouso
-44.7580555555556,-21.0330555555556,160,MG,Bom Sucesso
-44.2386111111111,-20.3266666666667,8500,MG,Bonfim
-45.99,-16.5675,6160,MG,Bonfinópolis de Minas
-44.7544444444444,-15.3233333333333,9345,MG,Bonito de Minas
-5.16527777777778,-22.2741666666667,5249,MG,Borda da Mata
-46395,-21.6333333333333,9682,MG,Botelhos
-4.51083333333333,-16.8722222222222,5617,MG,Botumirim
-43.2422222222222,-20.9205555555556,8683,MG,Brás Pires
-5.00944444444444,-17.0097222222222,4418,MG,Brasilândia de Minas
-4.71666666666667,-16.2063888888889,4864,MG,Brasília de Minas
-45.6075,-22.4736111111111,2897,MG,Brasópolis
-42.7155555555556,-19.0558333333333,1231,MG,Braúnas
-44.1997222222222,-20.1433333333333,1781,MG,Brumadinho
-5.03694444444444,-22.4408333333333,5632,MG,Bueno Brandão
-44.18,-17.8733333333333,6403,MG,Buenópolis
-42.2444444444444,-19.4261111111111,9559,MG,Bugre
-46.4233333333333,-15.6177777777778,8954,MG,Buritis
-44.9622222222222,-17.3511111111111,595,MG,Buritizeiro
-5.25722222222222,-16.0297222222222,6890,MG,Cabeceira Grande
-46.3961111111111,-21.4719444444444,3568,MG,Cabo Verde
-44.4536111111111,-19.5247222222222,8128,MG,Cachoeira da Prata
-45.7788888888889,-22355,4988,MG,Cachoeira de Minas
-41.4980555555556,-15.9661111111111,3854,MG,Cachoeira de Pajeú
-5.55138888888889,-18515,1987,MG,Cachoeira Dourada
-4.71583333333333,-19.2952777777778,7056,MG,Caetanópolis
-43.6697222222222,-19.88,5608,MG,Caeté
-41925,-20.6955555555556,4824,MG,Caiana
-42.7966666666667,-20.7905555555556,5078,MG,Cajuri
-46.3861111111111,-21.9236111111111,4455,MG,Caldas
-4.99,-20.6252777777778,2013,MG,Camacho
-5.14472222222222,-22.7552777777778,1400,MG,Camanducaia
-5.0575,-22.6122222222222,8946,MG,Cambuí
-45.2958333333333,-21.8522222222222,7218,MG,Cambuquira
-41.7483333333333,-18.2386111111111,8510,MG,Campanário
-4.87833333333333,-21.8361111111111,9568,MG,Campanha
-46.2463888888889,-21.7111111111111,9089,MG,Campestre
-49.4863888888889,-2.55777777777778,6478,MG,Campina Verde
-44.8105555555556,-16.5036111111111,3608,MG,Campo Azul
-45.2772222222222,-20.8972222222222,2820,MG,Campo Belo
-45.8302777777778,-2.27333333333333,5032,MG,Campo do Meio
-48.5722222222222,-19.7605555555556,7095,MG,Campo Florido
-46.1713888888889,-19.6961111111111,1536,MG,Campos Altos
-45.7586111111111,-21235,133,MG,Campos Gerais
-45.1819444444444,-21.0208333333333,8335,MG,Cana Verde
-42.6197222222222,-20.6858333333333,4394,MG,Canaã
-49.2044444444444,-18725,5844,MG,Canápolis
-45.2763888888889,-20.7669444444444,5799,MG,Candeias
-42.6269444444444,-18.5258333333333,7538,MG,Cantagalo
-41.9044444444444,-20.5230555555556,7122,MG,Caparaó
-4.57055555555556,-20.9230555555556,3647,MG,Capela Nova
-42.5158333333333,-17.6913888888889,1177,MG,Capelinha
-5.22027777777778,-20.6163888888889,9468,MG,Capetinga
-0.752777777777778,-19.5488888888889,3685,MG,Capim Branco
-49.5697222222222,-18.6819444444444,7469,MG,Capinópolis
-41.8580555555556,-19.0675,5303,MG,Capitão Andrade
-43.7105555555556,-16.3244444444444,9740,MG,Capitão Enéas
-775,-20.6152777777778,2068,MG,Capitólio
-42.2705555555556,-20.1719444444444,3014,MG,Caputira
-41.6947222222222,-17.1888888888889,4757,MG,Caraí
-43.7391666666667,-20.8758333333333,9662,MG,Caranaíba
-43.8063888888889,-20.9536111111111,1785,MG,Carandaí
-4.36277777777778,-20.7330555555556,8585,MG,Carangola
-4.4725,-19.7897222222222,8722,MG,Caratinga
-4.51583333333333,-17.5269444444444,4604,MG,Carbonita
-45.6991666666667,-22.0430555555556,2237,MG,Careaçu
-40.7663888888889,-17.7030555555556,1549,MG,Carlos Chagas
-4.64166666666667,-19.0888888888889,7099,MG,Carmésia
-45.2236111111111,-21.4608333333333,7576,MG,Carmo da Cachoeira
-44.8705555555556,-20.5577777777778,2324,MG,Carmo da Mata
-4.9625,-22.1222222222222,46,MG,Carmo de Minas
-44.7711111111111,-2.02027777777778,6096,MG,Carmo do Cajuru
-46.3161111111111,-2.50083333333333,4284,MG,Carmo do Paranaíba
-0.788333333333333,-20.9719444444444,3186,MG,Carmo do Rio Claro
-4.74055555555556,-20.5413888888889,9472,MG,Carmópolis de Minas
-50.6880555555556,-19.6975,7050,MG,Carneirinho
-44.6425,-21.4875,1308,MG,Carrancas
-45.8411111111111,-21.7777777777778,642,MG,Carvalhópolis
-44.4613888888889,-22.0011111111111,1777,MG,Carvalhos
-43.9302777777778,-20.7927777777778,5048,MG,Casa Grande
-47.8772222222222,-18.5763888888889,1306,MG,Cascalho Rico
-46.9219444444444,-20.5830555555556,9116,MG,Cássia
-42.6966666666667,-21.3891666666667,7526,MG,Cataguases
-43.4075,-20.0747222222222,9797,MG,Catas Altas
-43.4975,-20.69,5618,MG,Catas Altas da Noruega
-4.21972222222222,-17.2994444444444,4212,MG,Catuji
-42.9627777777778,-15.3583333333333,842,MG,Catuti
-44.9325,-21.9772222222222,9850,MG,Caxambu
-45.7113888888889,-19.1483333333333,9910,MG,Cedro do Abaeté
-41.3063888888889,-18.7619444444444,1768,MG,Central de Minas
-49.1994444444444,-18.5838888888889,3553,MG,Centralina
-43.2216666666667,-21.6722222222222,7979,MG,Chácara
-41.6877777777778,-20.0436111111111,8694,MG,Chalé
-4.39083333333333,-17.0869444444444,9981,MG,Chapada do Norte
-4.90444444444444,-15.3055555555556,3532,MG,Chapada Gaúcha
-4.55777777777778,-22.0025,7659,MG,Chiador
-43.3655555555556,-20.9052777777778,6374,MG,Cipotânea
-5.2,-20.3988888888889,7735,MG,Claraval
-44.2086111111111,-17.0797222222222,8318,MG,Claro dos Poções
-44.7658333333333,-20.4433333333333,7916,MG,Cláudio
-42.8027777777778,-20.8566666666667,2721,MG,Coimbra
-42.8402777777778,-18.2338888888889,9850,MG,Coluna
-5.58055555555556,-19.6983333333333,3474,MG,Comendador Gomes
-41.7933333333333,-16.2961111111111,6030,MG,Comercinho
-46.2044444444444,-21.0941666666667,4232,MG,Conceição da Aparecida
-44.4722222222222,-21.1288888888889,6733,MG,Conceição da Barra de Minas
-48.3883333333333,-19.9147222222222,6916,MG,Conceição das Alagoas
-45.4547222222222,-22.16,8398,MG,Conceição das Pedras
-41.6938888888889,-19.9280555555556,2833,MG,Conceição de Ipanema
-43425,-19.0372222222222,1991,MG,Conceição do Mato Dentro
-44.8966666666667,-19.7530555555556,9365,MG,Conceição do Pará
-0.765833333333333,-21.8808333333333,475,MG,Conceição do Rio Verde
-45.7980555555556,-22.4130555555556,3234,MG,Conceição dos Ouros
-4.71527777777778,-15.2941666666667,6518,MG,Cônego Marinho
-43.9827777777778,-19.6325,542,MG,Confins
-5.03944444444444,-22.1527777777778,8069,MG,Congonhal
-43.8577777777778,-20.4997222222222,8028,MG,Congonhas
-43.6813888888889,-18.8072222222222,1380,MG,Congonhas do Norte
-47.5416666666667,-19.9372222222222,2762,MG,Conquista
-43.7861111111111,-20.6602777777778,4549,MG,Conselheiro Lafaiete
-41.4722222222222,-19.1722222222222,3888,MG,Conselheiro Pena
-45.9211111111111,-22.5513888888889,4417,MG,Consolação
-4.72027777777778,-19.9316666666667,7975,MG,Contagem
-45.4405555555556,-21.1894444444444,6555,MG,Coqueiral
-44365,-16.6852777777778,4951,MG,Coração de Jesus
-44.3208333333333,-19125,1261,MG,Cordisburgo
-4.90638888888889,-21.7925,8142,MG,Cordislândia
-44.4563888888889,-18.3808333333333,2712,MG,Corinto
-4.37194444444444,-18.6219444444444,9431,MG,Coroaci
-5.18916666666667,-18.4733333333333,689,MG,Coromandel
-42.6288888888889,-19.5186111111111,5039,MG,Coronel Fabriciano
-42.1822222222222,-16.6188888888889,1453,MG,Coronel Murta
-43.2655555555556,-21.5877777777778,2511,MG,Coronel Pacheco
-44.2230555555556,-2.19027777777778,4853,MG,Coronel Xavier Chaves
-45.9044444444444,-19.8236111111111,9459,MG,Córrego Danta
-5.02,-22.6302777777778,988,MG,Córrego do Bom Jesus
-45555,-20.4491666666667,2144,MG,Córrego Fundo
-42.3963888888889,-19.8319444444444,4376,MG,Córrego Novo
-43.4711111111111,-18.0713888888889,7239,MG,Couto de Magalhães de Minas
-40.9119444444444,-17.2372222222222,7901,MG,Crisólita
-4.88805555555556,-20.8755555555556,9970,MG,Cristais
-42.8622222222222,-16.8002777777778,931,MG,Cristália
-43.8055555555556,-20.8322222222222,8578,MG,Cristiano Otoni
-45.2641666666667,-22.2119444444444,7287,MG,Cristina
-44.3369444444444,-20.3838888888889,1882,MG,Crucilândia
-46.6736111111111,-18.9458333333333,5753,MG,Cruzeiro da Fortaleza
-44.8083333333333,-21.8386111111111,4209,MG,Cruzília
-4.26583333333333,-18.9694444444444,3022,MG,Cuparaque
-41.8444444444444,-15.9375,6000,MG,Curral de Dentro
-44.4308333333333,-18.7563888888889,7989,MG,Curvelo
-43.6558333333333,-18.4455555555556,2324,MG,Datas
-45.28,-22.5091666666667,9907,MG,Delfim Moreira
-46.8538888888889,-20.3438888888889,5877,MG,Delfinópolis
-47.7711111111111,-19.9766666666667,8176,MG,Delta
-4.43972222222222,-21.4597222222222,2542,MG,Descoberto
-44.3325,-20.66,8728,MG,Desterro de Entre Rios
-4.55388888888889,-21.1472222222222,1219,MG,Desterro do Melo
-4.56694444444444,-18.2494444444444,7137,MG,Diamantina
-43.1983333333333,-20.4877777777778,7708,MG,Diogo de Vasconcelos
-42.7766666666667,-19.8427777777778,6273,MG,Dionísio
-4.50388888888889,-20.9902777777778,7537,MG,Divinésia
-4.48194444444444,-20.6144444444444,5616,MG,Divino
-41.4797222222222,-18.7777777777778,3960,MG,Divino das Laranjeiras
-42.6144444444444,-18.8011111111111,4390,MG,Divinolândia de Minas
-4.75888888888889,-20.1388888888889,3967,MG,Divinópolis
-41345,-15.7255555555556,8907,MG,Divisa Alegre
-46.1958333333333,-21.5111111111111,8238,MG,Divisa Nova
-0.683333333333333,-15.7255555555556,9529,MG,Divisópolis
-46.2708333333333,-16.6519444444444,5307,MG,Dom Bosco
-4.43972222222222,-19.3738888888889,9312,MG,Dom Cavati
-43.2558333333333,-2.43944444444444,9462,MG,Dom Joaquim
-4.44,-20.16,7457,MG,Dom Silvério
-4.99444444444444,-22.2544444444444,7576,MG,Dom Viçoso
-42.8105555555556,-21.3163888888889,9123,MG,Dona Euzébia
-4.68972222222222,-21.1088888888889,3583,MG,Dores de Campos
-42.9291666666667,-19.0583333333333,6627,MG,Dores de Guanhães
-4.90166666666667,-19.4633333333333,5731,MG,Dores do Indaiá
-43.1891666666667,-20.9755555555556,5068,MG,Dores do Turvo
-45.9033333333333,-20.2869444444444,7786,MG,Doresópolis
-47.6086111111111,-18.4313888888889,9522,MG,Douradoquara
-41.7977777777778,-20.2033333333333,6432,MG,Durandé
-45.5652777777778,-21.61,7333,MG,Elói Mendes
-4.37944444444444,-19.2194444444444,2033,MG,Engenheiro Caldas
-4.60277777777778,-17.2797222222222,6259,MG,Engenheiro Navarro
-42.2305555555556,-19.6252777777778,356,MG,Entre Folhas
-4.73222222222222,-20.6708333333333,9776,MG,Entre Rios de Minas
-42.6572222222222,-20.84,5282,MG,Ervália
-44.3138888888889,-19.7625,8915,MG,Esmeraldas
-41.9072222222222,-2.07527777777778,328,MG,Espera Feliz
-4.4275,-14.9261111111111,6829,MG,Espinosa
-4.93694444444444,-22.0463888888889,1367,MG,Espírito Santo do Dourado
-0.77,-22.4627777777778,8619,MG,Estiva
-42.4611111111111,-21.7419444444444,3958,MG,Estrela Dalva
-45.7875,-19.5222222222222,9083,MG,Estrela do Indaiá
-47.6927777777778,-18.7455555555556,2497,MG,Estrela do Sul
-42.1866666666667,-21.0986111111111,9811,MG,Eugenópolis
-43.51,-21.5511111111111,752,MG,Ewbank da Câmara
-5.04333333333333,-22.8547222222222,2328,MG,Extrema
-45.8286111111111,-21.4063888888889,9979,MG,Fama
-4.36305555555556,-20.8083333333333,8115,MG,Faria Lemos
-43.2469444444444,-18.0772222222222,9468,MG,Felício dos Santos
-40.7613888888889,-16.6386111111111,5235,MG,Felisburgo
-44.8988888888889,-18.7580555555556,8604,MG,Felixlândia
-4.41527777777778,-19.1536111111111,7241,MG,Fernandes Tourinho
-4.52333333333333,-19.2319444444444,4465,MG,Ferros
-42.2788888888889,-20.7255555555556,5980,MG,Fervedouro
-44.4325,-19.8894444444444,3491,MG,Florestal
-45.4263888888889,-20.4644444444444,6776,MG,Formiga
-46.2319444444444,-14.9466666666667,5626,MG,Formoso
-5.07638888888889,-20.8491666666667,10,MG,Fortaleza de Minas
-44.4469444444444,-19.5611111111111,4197,MG,Fortuna de Minas
-4.37138888888889,-16.9925,5952,MG,Francisco Badaró
-4.69527777777778,-17315,5721,MG,Francisco Dumont
-43.4883333333333,-16.4758333333333,2202,MG,Francisco Sá
-4.34194444444444,-17.9597222222222,2879,MG,Franciscópolis
-41.4294444444444,-18.0661111111111,7793,MG,Frei Gaspar
-41.9088888888889,-18.5744444444444,8409,MG,Frei Inocêncio
-42.7661111111111,-2.35111111111111,2832,MG,Frei Lagonegro
-49.1994444444444,-20.2677777777778,4866,MG,Fronteira
-40.9247222222222,-16.8913888888889,5488,MG,Fronteira dos Vales
-42.5330555555556,-16.1311111111111,7781,MG,Fruta de Leite
-48.9405555555556,-20.0247222222222,1859,MG,Frutal
-4.72277777777778,-19.3675,5227,MG,Funilândia
-41.5375,-18.9994444444444,4383,MG,Galiléia
-4.62361111111111,-15.0822222222222,4349,MG,Gameleiras
-43.6972222222222,-16.8497222222222,5251,MG,Glaucilândia
-41.2225,-18.9822222222222,8971,MG,Goiabeira
-4.52388888888889,-21.5372222222222,1350,MG,Goianá
-45.8558333333333,-22.6588888888889,382,MG,Gonçalves
-42.4791666666667,-18.8222222222222,6418,MG,Gonzaga
-43.7408333333333,-18.4544444444444,812,MG,Gouvêa
-41.9494444444444,-2.42055555555556,2074,MG,Governador Valadares
-42.8897222222222,-16.5594444444444,5006,MG,Grão Mogol
-47.7222222222222,-18.4941666666667,1813,MG,Grupiara
-42.9325,-18775,9183,MG,Guanhães
-4.93138888888889,-20.7616666666667,4080,MG,Guapé
-4.5075,-20.5708333333333,9301,MG,Guaraciaba
-43.6730555555556,-17.0138888888889,6922,MG,Guaraciama
-5.09138888888889,-21.2991666666667,9677,MG,Guaranésia
-4.54694444444444,-21.3522222222222,5238,MG,Guarani
-4.5375,-21.7319444444444,807,MG,Guarará
-5265,-17.7708333333333,737,MG,Guarda-Mor
-46.7127777777778,-21.3052777777778,5197,MG,Guaxupé
-42.7966666666667,-21.1519444444444,144,MG,Guidoval
-46.7930555555556,-18.8438888888889,9706,MG,Guimarânia
-4.40944444444444,-21.0077777777778,6826,MG,Guiricema
-49.7863888888889,-19.2133333333333,6403,MG,Gurinhatã
-45.5422222222222,-22.0672222222222,587,MG,Heliodora
-4.35944444444444,-19.4366666666667,548,MG,Iapu
-43.9630555555556,-21.43,6426,MG,Ibertioga
-46.5388888888889,-19.4783333333333,5713,MG,Ibiá
-44.9144444444444,-16.8611111111111,7066,MG,Ibiaí
-4.83055555555556,-15.6636111111111,4032,MG,Ibiracatu
-5.28888888888889,-20.4622222222222,3732,MG,Ibiraci
-4.72555555555556,-20.0219444444444,475,MG,Ibirité
-46.44,-22.0608333333333,4019,MG,Ibitiúra de Minas
-44.7477777777778,-21.1525,6395,MG,Ibituruna
-44.9063888888889,-16.2172222222222,6931,MG,Icaraí de Minas
-4.70722222222222,-20.0702777777778,7174,MG,Igarapé
-44.7091666666667,-19.9552777777778,2887,MG,Igaratinga
-45.7113888888889,-20.1744444444444,932,MG,Iguatama
-44.9252777777778,-21.17,7246,MG,Ijaci
-45.8327777777778,-20.9358333333333,6106,MG,Ilicínea
-41.9705555555556,-19.5972222222222,742,MG,Imbé de Minas
-46.3277777777778,-22.3169444444444,2669,MG,Inconfidentes
-42.1972222222222,-15.4916666666667,6723,MG,Indaiabira
-5.26416666666667,-19.0386111111111,8033,MG,Indianópolis
-4.76444444444444,-21.4011111111111,3458,MG,Ingaí
-4.45333333333333,-19.5491666666667,9561,MG,Inhapim
-44.3897222222222,-19.4911111111111,4601,MG,Inhaúma
-44.3605555555556,-18.7291666666667,5224,MG,Inimutaba
-42.4194444444444,-19.4136111111111,7004,MG,Ipaba
-41.7130555555556,-19.8008333333333,4232,MG,Ipanema
-42.5366666666667,-19.4683333333333,9367,MG,Ipatinga
-49.9427777777778,-18.6922222222222,6175,MG,Ipiaçu
-46.1897222222222,-22.0988888888889,6253,MG,Ipuiúna
-47.4613888888889,-2.44222222222222,1488,MG,Iraí de Minas
-43.2269444444444,-19.6191666666667,8644,MG,Itabira
-41.2330555555556,-18.5663888888889,6743,MG,Itabirinha de Mantena
-4.59027777777778,-20.2533333333333,3387,MG,Itabirito
-43.3088888888889,-17.0647222222222,2269,MG,Itacambira
-4.75861111111111,-15.1022222222222,4685,MG,Itacarambi
-44.4875,-20.3922222222222,3955,MG,Itaguara
-4.23527777777778,-17.4019444444444,9378,MG,Itaipé
-45.4527777777778,-22.4255555555556,1323,MG,Itajubá
-42.8588888888889,-17.8572222222222,1488,MG,Itamarandiba
-4.42611111111111,-21.4158333333333,3888,MG,Itamarati de Minas
-4.23777777777778,-18.0311111111111,8466,MG,Itambacuri
-43.3211111111111,-19.4144444444444,2655,MG,Itambé do Mato Dentro
-5215,-21.0780555555556,2200,MG,Itamogi
-44.87,-22.2838888888889,9895,MG,Itamonte
-4.76805555555556,-22.2958333333333,609,MG,Itanhandu
-41.8652777777778,-19.1719444444444,4729,MG,Itanhomi
-41.5033333333333,-16.5616666666667,6434,MG,Itaobim
-49.3813888888889,-19.9086111111111,10000,MG,Itapagipe
-4.95888888888889,-20.4725,1668,MG,Itapecerica
-46.2208333333333,-22.7680555555556,5411,MG,Itapeva
-44.4211111111111,-20.1966666666667,3316,MG,Itatiaiuçu
-5.08277777777778,-20.7394444444444,7208,MG,Itaú de Minas
-44.5763888888889,-20.0752777777778,5303,MG,Itaúna
-43.61,-20.6780555555556,9006,MG,Itaverava
-41.7652777777778,-16.6130555555556,2192,MG,Itinga
-41.1702777777778,-19.3941666666667,4065,MG,Itueta
-49465,-18.9688888888889,9499,MG,Ituiutaba
-44.8711111111111,-21.3169444444444,1697,MG,Itumirim
-50.1955555555556,-19.7280555555556,1684,MG,Iturama
-44.6577777777778,-21.2980555555556,7539,MG,Itutinga
-43745,-19.5136111111111,4334,MG,Jaboticatubas
-40.2933333333333,-16.1444444444444,2456,MG,Jacinto
-46.7411111111111,-0.352777777777778,8625,MG,Jacuí
-46.6122222222222,-22.2855555555556,7259,MG,Jacutinga
-42.7497222222222,-19.6491666666667,7082,MG,Jaguaraçu
-43.6744444444444,-15.3383333333333,7149,MG,Jaíba
-41.8038888888889,-18.4627777777778,4027,MG,Jampruca
-43.3088888888889,-15.8025,8789,MG,Janaúba
-45.5033333333333,-20.1413888888889,4005,MG,Japaraíba
-44.27,-15.9947222222222,6155,MG,Japonvar
-4.60833333333333,-20.5352777777778,6104,MG,Jeceaba
-42.2583333333333,-17.0827777777778,635,MG,Jenipapo de Minas
-42.6658333333333,-20.4558333333333,7370,MG,Jequeri
-44.4455555555556,-17.2355555555556,539,MG,Jequitaí
-4.69444444444444,-19.2355555555556,4056,MG,Jequitibá
-4.17,-2.05055555555556,6055,MG,Jequitinhonha
-45.2911111111111,-21.9977777777778,8021,MG,Jesuânia
-4.19722222222222,-16.6541666666667,1892,MG,Joaíma
-42.6786111111111,-19.1722222222222,1180,MG,Joanésia
-43.1736111111111,-19.81,2180,MG,João Monlevade
-46.1725,-17.7425,5736,MG,João Pinheiro
-44.1722222222222,-17.7575,9017,MG,Joaquim Felício
-40.1780555555556,-15.9002777777778,3268,MG,Jordânia
-42.6036111111111,-16.9069444444444,6106,MG,José Gonçalves de Minas
-42.4986111111111,-18.2194444444444,2704,MG,José Raydan
-42.5152777777778,-16.5472222222222,2490,MG,Josenópolis
-44.3427777777778,-19.9519444444444,3594,MG,Juatuba
-4.53638888888889,-21.7641666666667,5068,MG,Juiz de Fora
-43.5869444444444,-16.8480555555556,9631,MG,Juramento
-46.5769444444444,-21.2527777777778,303,MG,Juruaia
-4.82694444444444,-14.2625,3292,MG,Juvenília
-41.7375,-17.6322222222222,6831,MG,Ladainha
-46.8075,-18.1783333333333,2119,MG,Lagamar
-45.5436111111111,-20.0225,3835,MG,Lagoa da Prata
-44.5822222222222,-16.9833333333333,8290,MG,Lagoa dos Patos
-4745,-20.9144444444444,8534,MG,Lagoa Dourada
-46.4075,-18.7786111111111,3603,MG,Lagoa Formosa
-46.5144444444444,-17.8352777777778,4073,MG,Lagoa Grande
-43.8897222222222,-19.6272222222222,2329,MG,Lagoa Santa
-44.3616666666667,-15.4880555555556,3455,MG,lagoas
-41.6227777777778,-20.1513888888889,4300,MG,Lajinha
-4.86972222222222,-21.9755555555556,4436,MG,Lambari
-43.4741666666667,-20.7902777777778,2316,MG,Lamim
-42.4769444444444,-21.3744444444444,5467,MG,Laranjal
-44.5775,-17.8866666666667,1902,MG,Lassance
-44.9997222222222,-21.2452777777778,1701,MG,Lavras
-4.85833333333333,-2.57638888888889,2832,MG,Leandro Ferreira
-42.6925,-17.0833333333333,8090,MG,Leme do Prado
-42.6430555555556,-21.5319444444444,7928,MG,Leopoldina
-44.3197222222222,-22.0288888888889,1582,MG,Liberdade
-43.7930555555556,-21.8425,4425,MG,Lima Duarte
-50.5805555555556,-2.55944444444444,9965,MG,Limeira do Oeste
-44305,-15.9033333333333,844,MG,Lontra
-4.43611111111111,-20.4397222222222,5370,MG,Luisburgo
-44.5886111111111,-2.02027777777778,8703,MG,Luislândia
-44.9033333333333,-21.5111111111111,9751,MG,Luminárias
-4905,-19.8013888888889,7864,MG,Luz
-40.7163888888889,-17.0772222222222,7833,MG,Machacalis
-45.9197222222222,-21.6747222222222,7869,MG,Machado
-44.3302777777778,-21.4825,3848,MG,Madre de Deus de Minas
-4.41,-17.8422222222222,414,MG,Malacacheta
-42.9494444444444,-15.0502777777778,7244,MG,Mamonas
-43.9322222222222,-14.7558333333333,1969,MG,Manga
-0.705833333333333,-20.2580555555556,6965,MG,Manhuaçu
-41.9580555555556,-20.3577777777778,4605,MG,Manhumirim
-40.9802777777778,-18.7816666666667,502,MG,Mantena
-4.50972222222222,-21.8672222222222,8606,MG,Mar de Espanha
-44.6763888888889,-19.5161111111111,3958,MG,Maravilhas
-45.3752777777778,-22.3080555555556,3064,MG,Maria da Fé
-43.4161111111111,-20.3777777777778,2817,MG,Mariana
-0.714444444444444,-18.5080555555556,3841,MG,Marilac
-44.1883333333333,-20.0563888888889,467,MG,Mário Campos
